transaction_id,account_id,amount,currency,date,description
t005685,3528,5208.14,MXN,2024-01-15,Adjustment #5685
t005686,2445,17456.53,AUD,2025-04-07,Charge #5686
t005687,8486,13525.07,AUD,2025-04-26,Charge #5687
t005688,4751,12530.67,AUD,2023-06-04,Adjustment #5688
t005689,2108,19582.4,USD,2025-01-04,Transfer #5689
t005690,10441,5946.19,MXN,2025-10-23,Adjustment #5690
t005691,10315,691.84,USD,2025-01-10,Invoice #5691
t005692,8962,2015.75,MXN,2023-11-20,Refund #5692
t005693,3299,4697.84,USD,2024-04-27,Invoice #5693
t005694,3481,1991.37,CHF,2025-08-25,Charge #5694
t005695,4078,4738.3,CAD,2025-12-17,Adjustment #5695
t005696,5486,14498.21,CAD,2025-04-17,Charge #5696
t005697,2329,286.87,CNY,2024-09-08,Payment #5697
t005698,7558,955.45,BRL,2025-08-25,Invoice #5698
t005699,5333,6677.66,GBP,2024-12-14,Charge #5699
t005700,3416,15200.02,CHF,2025/12/31,Payment #5700
t005701,1185,6626.87,CHF,2024-09-04,Invoice #5701
t005702,9326,11208.4,BRL,2025-12-10,Payment #5702
t005703,1443,9473.56,CNY,2025-11-12,Charge #5703
t005704,8106,17484.46,CNY,2023-11-26,Transfer #5704
t005705,5387,11121.82,BRL,2023-02-03,Refund #5705
t005706,2062,16780.83,CNY,2023-02-28,Refund #5706
t005707,9245,13888.32,GBP,2024-12-07,Transfer #5707
t005708,10951,7194.35,JPY,2024-04-07,Refund #5708
t005709,6269,871.26,MXN,2024-08-24,Adjustment #5709
t005710,10263,4793.78,USD,2025-09-25,Charge #5710
t005711,10403,10130.02,AUD,2025-07-23,Invoice #5711
t005712,3450,-982.42,MXN,2024-09-21,Charge #5712
t005713,2386,13905.07,BRL,2024-05-10,Invoice #5713
t005714,1560,-4738.06,AUD,2023-01-23,Invoice #5714
t005715,8541,14379.14,USD,2025-09-02,Charge #5715
t005716,8707,14099.61,MXN,2024-05-13,Adjustment #5716
t005717,1635,17427.98,CAD,2024-05-31,Refund #5717
t005718,4938,16770.99,MXN,2023-01-21,Payment #5718
t005719,8125,7893.04,CAD,2023-11-14,Payment #5719
t005720,9159,3551.02,USD,2023-04-22,Payment #5720
t005721,7596,10296.62,CNY,2023-06-15,Refund #5721
t005722,6996,8243.56,BRL,2024-03-24,Adjustment #5722
t005723,3569,16623.76,JPY,2024-06-08,Refund #5723
t005724,6832,18596.39,BRL,2024-01-10,Invoice #5724
t005725,3974,-1820.77,JPY,2024-09-25,Refund #5725
t005726,2375,-261.61,CNY,2025-02-04,Transfer #5726
t005727,2400,17748.42,MXN,2024-02-12,Invoice #5727
t005728,1849,961.71,CAD,2024-10-10,Charge #5728
t005729,10565,3178.69,USD,2025-09-13,Payment #5729
t005730,6722,13450.21,MXN,2025-01-26,Transfer #5730
t005731,2068,-4674.53,MXN,2024-03-03,Charge #5731
t005732,2835,11269.75,CAD,2023-10-15,Adjustment #5732
t005733,8942,2281.73,CHF,2023-08-20,Payment #5733
t005734,8429,15686.06,USD,2025-02-08,Adjustment #5734
t005735,10849,730.05,CHF,2023-10-25,Payment #5735
t005736,5513,2849.25,CHF,2025-06-21,Adjustment #5736
t005737,10552,10062.43,CNY,2025-03-23,Invoice #5737
t005738,9280,9407.15,GBP,2023-01-16,Transfer #5738
t005739,4066,8812.38,USD,2025-01-08,Invoice #5739
t005740,2225,7561.46,USD,2024-10-18,Charge #5740
t005741,1856,8990.83,GBP,2023-08-07,Adjustment #5741
t005742,2573,-1255.76,MXN,2023-04-20,Refund #5742
t005743,9951,3847.14,CHF,2025-05-12,Refund #5743
t005744,5317,10331.5,CHF,2023-05-20,Adjustment #5744
t005745,5454,1808.5,USD,2024-05-10,Adjustment #5745
t005746,8011,3830.22,JPY,2025-07-29,Payment #5746
t005747,4060,17611.8,USD,2025-02-02,Refund #5747
t005748,9362,6433.97,CHF,2025-08-24,Payment #5748
t005749,6510,4977.76,EUR,2024-04-05,Payment #5749
t005750,1775,15842.1,MXN,2023-01-14,Adjustment #5750
t005751,6059,1805.38,MXN,2023-08-10,Refund #5751
t005752,1173,16476.55,EUR,2024-03-28,Refund #5752
t005753,1863,5426.25,BRL,2025-02-09,Charge #5753
t005754,1906,16161.0,BRL,2023-03-01,Refund #5754
t005755,1342,15860.67,BRL,2025-02-02,Transfer #5755
t005756,8501,5704.97,AUD,2024-03-11,Charge #5756
t005757,10387,12488.63,GBP,2023-07-17,Adjustment #5757
t005758,6053,7187.85,GBP,2025-08-03,Invoice #5758
t005759,10289,16083.3,USD,2024-01-26,Refund #5759
t005760,3498,-2933.77,CNY,2025-03-04,Payment #5760
t005761,10708,-1881.26,EUR,2025-07-22,Charge #5761
t005762,5457,7427.25,JPY,2024-01-19,Refund #5762
t005763,4734,-791.58,CAD,2023-06-02,Transfer #5763
t005764,10518,-3770.45,MXN,2025-05-03,Transfer #5764
t005765,3190,863.85,AUD,2024-01-29,Transfer #5765
t005766,10048,-2273.33,GBP,2024-05-25,Payment #5766
t005767,9803,1084.17,JPY,2025-01-27,Invoice #5767
t005768,5095,7269.22,USD,2024-02-29,Refund #5768
t005769,7323,421.69,GBP,2024-01-06,Adjustment #5769
t005770,8258,1606.73,EUR,2025-01-16,Charge #5770
t005771,6242,5085.29,CHF,2025-03-15,Charge #5771
t005772,9708,-4148.19,BRL,2023-03-25,Payment #5772
t005773,1813,12888.24,CHF,2024-12-17,Transfer #5773
t005774,4527,8611.89,BRL,2025-08-18,Refund #5774
t005775,1871,17821.64,BRL,2024-07-06,Invoice #5775
t005776,9905,19686.91,BRL,2025-07-18,Adjustment #5776
t005777,2746,8995.44,USD,2025-09-11,Charge #5777
t005778,5485,10480.58,CAD,2024-07-31,Adjustment #5778
t005779,9514,16783.11,CAD,2024-12-12,Transfer #5779
t005780,2871,18879.21,JPY,2025-05-25,Charge #5780
t005781,2519,17215.12,CNY,2024-11-29,Refund #5781
t005782,2811,6353.6,USD,2023-01-08,Charge #5782
t005783,6955,5375.65,EUR,2025-03-21,Charge #5783
t005784,8016,8408.23,BRL,2024-08-17,Refund #5784
t005785,6449,873.6,MXN,2024-03-26,Charge #5785
t005786,9132,5638.98,BRL,2024-12-22,Adjustment #5786
t005787,10823,-3861.25,GBP,2024-07-18,Refund #5787
t005788,3176,824.8,CHF,2023-07-29,Charge #5788
t005789,3966,-386.27,MXN,2024-07-05,Adjustment #5789
t005790,6075,10347.58,CAD,2025-12-14,Transfer #5790
t005791,7424,-2582.65,MXN,2023-11-25,Adjustment #5791
t005792,9467,842.42,GBP,2024-11-17,Adjustment #5792
t005793,1980,11480.17,GBP,2024-02-16,Payment #5793
t005794,6911,-2948.38,GBP,2023-06-08,Transfer #5794
t005795,4228,3637.7,CAD,2023-08-12,Charge #5795
t005796,1079,-903.63,CHF,2024-08-15,Charge #5796
t005797,4075,2427.61,AUD,2024-01-28,Charge #5797
t005798,3799,13703.66,GBP,2023-08-14,Charge #5798
t005799,7231,-3096.42,MXN,2023-11-25,Invoice #5799
t005800,6673,8056.04,BRL,2025-12-06,
t005801,4229,-1997.0,BRL,2025-10-11,Refund #5801
t005802,1248,8193.09,JPY,2025-07-04,Refund #5802
t005803,1453,16631.39,GBP,2025-09-03,Invoice #5803
t005804,10416,10711.52,CAD,2025-09-24,Refund #5804
t005805,7674,3538.72,AUD,2023-04-24,Charge #5805
t005806,3044,7669.64,GBP,2024-08-15,Refund #5806
t005807,3447,3220.07,CAD,2025-11-02,Payment #5807
t005808,10787,2906.43,BRL,2024-10-03,Payment #5808
t005809,10586,17447.54,EUR,2024-08-15,Payment #5809
t005810,7048,18047.22,CHF,2025-06-03,Invoice #5810
t005811,6100,8678.79,USD,2023-05-17,Charge #5811
t005812,2428,11771.05,USD,2025-02-18,Refund #5812
t005813,10943,17753.06,JPY,2024-09-18,Refund #5813
t005814,4480,19983.26,AUD,2024-12-16,Invoice #5814
t005815,1329,-2590.66,BRL,2025-02-19,Adjustment #5815
t005816,2567,1902.22,CAD,2025-02-16,Transfer #5816
t005817,5896,19843.27,BRL,2025-08-28,Invoice #5817
t005818,4077,6879.26,CHF,2024-07-07,Payment #5818
t005819,2453,40.18,CAD,2025-10-03,Adjustment #5819
t005820,2128,-4609.97,USD,2025-09-24,Payment #5820
t005821,10402,4358.47,CAD,2024-09-04,Refund #5821
t005822,2666,2790.71,BRL,2023-07-22,Refund #5822
t005823,10543,16428.78,BRL,2024-10-31,Adjustment #5823
t005824,4104,8565.87,GBP,2025-02-24,Adjustment #5824
t005825,1595,18892.31,AUD,2023-12-25,Adjustment #5825
t005826,7457,5658.49,CAD,2025-11-25,Payment #5826
t005827,9768,1431.03,CHF,2025-11-28,Payment #5827
t005828,7269,15694.42,JPY,2025-12-20,Invoice #5828
t005829,8675,12837.96,GBP,2023-02-17,Adjustment #5829
t005830,10899,-4213.57,USD,2024-09-30,Transfer #5830
t005831,7311,1886.84,BRL,2023-01-07,Invoice #5831
t005832,1359,11574.93,MXN,2023-01-06,Refund #5832
t005833,6860,12830.17,CAD,2023-04-08,Adjustment #5833
t005834,2371,15965.94,AUD,2024-04-17,Invoice #5834
t005835,1865,-4286.84,AUD,2025-02-12,Invoice #5835
t005836,3273,15194.27,AUD,2024-01-11,Invoice #5836
t005837,4388,14554.2,GBP,2025-05-23,Adjustment #5837
t005838,6309,-3518.74,GBP,2023-10-27,Transfer #5838
t005839,7322,17265.14,BRL,2023-04-09,Refund #5839
t005840,8608,845.6,GBP,2024-11-01,Invoice #5840
t005841,3692,5458.11,BRL,2024-06-16,Adjustment #5841
t005842,4376,-3689.45,BRL,2024-03-04,Adjustment #5842
t005843,8672,17215.65,JPY,2025-01-26,Payment #5843
t005844,4191,11926.17,BRL,2025-06-08,Refund #5844
t005845,3377,5520.24,MXN,2023-05-07,Transfer #5845
t005846,1418,10251.59,CNY,2025-07-27,Invoice #5846
t005847,8653,1381.48,USD,2024-10-05,Payment #5847
t005848,5234,11368.13,GBP,2023-08-23,Charge #5848
t005849,5768,-2721.81,CAD,2023-07-02,Transfer #5849
t005850,4279,5855.24,MXN,2024-09-27,Transfer #5850
t005851,1810,19336.53,EUR,2025-01-08,Refund #5851
t005852,3840,5700.44,USD,2025-04-25,Invoice #5852
t005853,9848,13811.87,CNY,2024-01-11,Invoice #5853
t005854,4103,8016.21,GBP,2025-01-07,Charge #5854
t005855,10982,17830.22,GBP,2024-10-15,Adjustment #5855
t005856,5926,4182.07,CHF,2023-12-09,Invoice #5856
t005857,6342,-3405.09,AUD,2024-07-24,Charge #5857
t005858,6277,-601.47,JPY,2025-06-30,Charge #5858
t005859,6823,4953.73,BRL,2023-07-29,Invoice #5859
t005860,9437,16150.03,CHF,2024-11-13,Charge #5860
t005861,4308,8401.76,MXN,2025-10-01,Charge #5861
t005862,7938,3676.41,AUD,2023-04-30,Invoice #5862
t005863,2316,13379.84,CAD,2023-12-10,Invoice #5863
t005864,2170,1134.71,CHF,2025-10-06,Refund #5864
t005865,4445,11025.14,JPY,2024-01-01,Payment #5865
t005866,5937,2181.08,CHF,2024-03-15,Refund #5866
t005867,5728,11897.44,BRL,2025-07-18,Refund #5867
t005868,10239,7662.01,GBP,2025-05-20,Adjustment #5868
t005869,4281,9048.19,EUR,2025-01-11,Invoice #5869
t005870,7090,16689.85,GBP,2023-03-15,Adjustment #5870
t005871,4151,18455.85,GBP,2024-11-26,Invoice #5871
t005872,2050,3799.3,AUD,2024-02-05,Transfer #5872
t005873,5695,14743.84,MXN,2023-02-13,Charge #5873
t005874,9726,13093.93,CNY,2023-11-07,Transfer #5874
t005875,5191,6755.38,BRL,2025-09-01,Refund #5875
t005876,7803,17286.58,USD,2023-04-06,Transfer #5876
t005877,2259,-4027.6,GBP,2023-02-11,Invoice #5877
t005878,3942,17253.87,EUR,2024-03-05,Adjustment #5878
t005879,6542,19029.42,CAD,2024-01-02,Payment #5879
t005880,7841,9907.8,GBP,2023-10-07,Invoice #5880
t005881,3512,8887.17,JPY,2023-07-22,Refund #5881
t005882,3074,18386.97,MXN,2024-04-17,Transfer #5882
t005883,3181,5311.51,EUR,2023-08-22,Refund #5883
t005884,5327,2985.71,AUD,2023-08-06,Refund #5884
t005885,1596,1666.8,CAD,2025-03-15,Charge #5885
t005886,9906,16546.81,AUD,2025-10-21,Payment #5886
t005887,2286,11974.85,BRL,2023-07-25,Invoice #5887
t005888,3927,5567.93,JPY,2024-01-17,Invoice #5888
t005889,3866,12656.59,MXN,2024-01-25,Refund #5889
t005890,6822,14827.42,MXN,2023-03-25,Invoice #5890
t005891,4150,12931.64,CNY,2024-01-21,Payment #5891
t005892,1576,16909.67,BRL,2025-06-29,Payment #5892
t005893,10300,6374.8,EUR,2024-02-15,Transfer #5893
t005894,9982,-2495.08,JPY,2024-11-28,Refund #5894
t005895,3256,6351.76,CHF,2025-08-19,Charge #5895
t005896,3649,10750.07,USD,2024-01-09,Invoice #5896
t005897,6403,5737.58,USD,2024-04-21,Payment #5897
t005898,9751,5839.77,CNY,2023-06-10,Adjustment #5898
t005899,7113,-4688.73,CHF,2025-06-13,Charge #5899
t005900,10323,19780.01,CNY,2024-03-21,Transfer #5900
t005901,9596,18767.5,CNY,2023-09-10,Transfer #5901
t005902,10309,2259.8,AUD,2024-07-12,Charge #5902
t005903,2929,-666.86,CAD,2023-01-18,Payment #5903
t005904,3327,2226.82,BRL,2024-11-20,Payment #5904
t005905,9101,16202.17,BRL,2025-11-30,Charge #5905
t005906,4568,17466.2,AUD,2024-03-07,Refund #5906
t005907,4349,67.51,AUD,2023-03-12,Invoice #5907
t005908,9269,14379.48,CNY,2025-04-02,Charge #5908
t005909,8119,7540.56,CHF,2025-01-25,Adjustment #5909
t005910,5401,313.26,CAD,2025-02-27,Invoice #5910
t005911,2099,-3515.68,MXN,2024-12-27,Payment #5911
t005912,5993,12519.34,JPY,2025-08-03,Invoice #5912
t005913,7596,13351.48,JPY,2024-02-16,Payment #5913
t005914,1299,3497.83,AUD,2025-10-11,Payment #5914
t005915,1741,18306.12,USD,2023-10-22,Charge #5915
t005916,6416,9331.76,USD,2024-11-08,Adjustment #5916
t005917,7276,10245.62,CNY,2024-01-23,Refund #5917
t005918,9543,2484.83,JPY,2023-11-26,Invoice #5918
t005919,2636,1543.61,JPY,2024-11-13,Invoice #5919
t005920,2662,-779.43,CHF,2025-06-06,Payment #5920
t005921,7952,-1526.32,USD,2025-11-14,Payment #5921
t005922,10037,-3887.25,JPY,2023-04-08,Transfer #5922
t005923,10409,16820.04,CNY,2023-08-25,Refund #5923
t005924,3034,14954.47,JPY,2023-08-01,Refund #5924
t005925,1035,3956.83,USD,2024-12-15,Payment #5925
t005926,2298,12600.88,JPY,2025-09-08,Transfer #5926
t005927,5469,12879.49,CNY,2025-04-02,Invoice #5927
t005928,7794,1366.45,EUR,2023-12-18,Charge #5928
t005929,5968,6305.87,BRL,2024-06-30,Transfer #5929
t005930,4592,12484.03,EUR,2024-08-07,Refund #5930
t005931,4472,9992.55,MXN,2023-01-27,Refund #5931
t005932,3073,1337.62,CHF,2023-06-21,Charge #5932
t005933,5640,12695.93,JPY,2023-10-11,Refund #5933
t005934,4888,18227.48,MXN,2025-12-17,Transfer #5934
t005935,6529,13786.71,EUR,2025-07-15,Charge #5935
t005936,9244,16403.7,USD,2023-07-20,Adjustment #5936
t005937,9994,-2447.34,EUR,2024-09-20,Charge #5937
t005938,7387,-1926.76,JPY,2023-11-23,Adjustment #5938
t005939,1642,10136.08,AUD,2023-01-04,Invoice #5939
t005940,1132,10199.51,AUD,2023-02-01,Adjustment #5940
t005941,8133,11851.96,BRL,2023-07-27,Transfer #5941
t005942,6213,10568.71,CAD,2025-08-18,Refund #5942
t005943,4494,893.35,AUD,2023-04-23,Invoice #5943
t005944,6740,17382.78,GBP,2025-10-18,Adjustment #5944
t005945,8766,-4957.4,MXN,2023-04-16,Refund #5945
t005946,4862,6692.79,AUD,2024-12-08,Adjustment #5946
t005947,8550,-498.22,BRL,2024-02-11,Charge #5947
t005948,2416,7308.57,USD,2023-08-24,Refund #5948
t005949,4776,1003.16,USD,2023-01-16,Invoice #5949
t005950,4054,3416.62,MXN,2025-05-01,Refund #5950
t005951,8292,14087.34,CAD,2024-01-26,Invoice #5951
t005952,2147,18074.25,BRL,2023-07-07,Adjustment #5952
t005953,7793,7578.81,CNY,2024-08-18,Adjustment #5953
t005954,5934,-1052.92,MXN,2025-06-04,Invoice #5954
t005955,2424,4198.87,GBP,2023-02-06,Adjustment #5955
t005956,1481,19920.21,JPY,2023-08-29,Invoice #5956
t005957,2247,3894.58,MXN,2024-12-02,Invoice #5957
t005958,7213,5802.57,CAD,2024-02-29,Charge #5958
t005959,6016,5467.85,GBP,2024-11-04,Payment #5959
t005960,5940,3120.53,EUR,2025-11-20,Transfer #5960
t005961,3223,313.58,BRL,2024-03-19,Refund #5961
t005962,9381,11498.72,EUR,2025-07-04,Adjustment #5962
t005963,10309,293.15,JPY,2025-04-12,Refund #5963
t005964,8179,6401.89,CHF,2024-05-06,Transfer #5964
t005965,4625,3663.15,CAD,2025-10-13,Payment #5965
t005966,7350,2355.0,MXN,2024-08-13,Payment #5966
t005967,3354,-93.03,CAD,2024-10-24,Refund #5967
t005968,1671,-1110.9,JPY,2025-07-31,Adjustment #5968
t005969,4349,-4791.43,AUD,2024-11-15,Payment #5969
t005970,2754,4996.99,EUR,2025-10-15,Transfer #5970
t005971,1343,18965.81,JPY,2023-08-24,Refund #5971
t005972,2675,16641.44,BRL,2023-09-14,Charge #5972
t005973,10916,10713.38,GBP,2025-04-26,Refund #5973
t005974,3739,6611.48,EUR,2023-06-01,Invoice #5974
t005975,7656,18680.15,JPY,2024-10-03,Refund #5975
t005976,4322,4687.99,MXN,2025-11-09,Transfer #5976
t005977,8882,10280.05,MXN,2025-09-07,Transfer #5977
t005978,6010,4746.74,EUR,2025-03-02,Adjustment #5978
t005979,9419,5208.45,GBP,2023-01-10,Payment #5979
t005980,4809,153.09,EUR,2025-09-26,Adjustment #5980
t005981,10191,13416.22,CHF,2023-10-04,Payment #5981
t005982,8409,-4970.83,MXN,2025-09-18,Payment #5982
t005983,10880,9166.81,CAD,2024-08-30,Adjustment #5983
t005984,5639,10577.28,CHF,2024-12-21,Payment #5984
t005985,6050,13368.57,BRL,2025-05-15,Payment #5985
t005986,7813,13475.41,GBP,2024-08-02,Adjustment #5986
t005987,6346,19367.1,EUR,2025-03-26,Payment #5987
t005988,7861,7885.88,EUR,2023-11-19,Adjustment #5988
t005989,8511,9157.73,MXN,2023-05-27,Refund #5989
t005990,2387,13833.11,CNY,2025-02-17,Charge #5990
t005991,2146,11810.36,BRL,2023-12-14,Adjustment #5991
t005992,4113,-1049.4,BRL,2025-07-14,Adjustment #5992
t005993,10816,-3850.67,CHF,2025-10-30,Refund #5993
t005994,1710,5589.0,USD,2024-01-27,🧾 unicode receipt
t005995,4647,2140.08,AUD,2023-05-26,Payment #5995
t005996,4015,-3768.35,AUD,2024-03-11,Payment #5996
t005997,3277,17598.85,CHF,2025-01-12,Transfer #5997
t005998,10393,15809.95,CAD,2023-10-13,Adjustment #5998
t005999,3525,19538.79,USD,2025-08-09,Invoice #5999
t006000,999999, 123.45 ,GBP,2024-05-11,Refund #6000
t006001,10068,-1247.58,GBP,2025-01-05,Payment #6001
t006002,2730,12468.5,GBP,2025-10-15,Transfer #6002
t006003,8694,17983.72,GBP,2025-07-26,Adjustment #6003
t006004,3578,5975.11,AUD,2025-03-09,Charge #6004
t006005,9741,15540.63,GBP,2025-03-12,Payment #6005
t006006,10034,12856.9,EUR,2023-09-24,Adjustment #6006
t006007,7279,15245.18,MXN,2024-11-04,Payment #6007
t006008,5991,1393.3,JPY,2025-11-08,Charge #6008
t006009,6552,6487.73,GBP,2023-02-18,Charge #6009
t006010,3544,15501.61,MXN,2025-12-17,Payment #6010
t006011,6070,11898.45,CHF,2024-09-03,Adjustment #6011
t006012,3022,9690.18,AUD,2023-10-17,Payment #6012
t006013,3838,16074.1,CHF,2023-06-12,Payment #6013
t006014,4416,-4747.58,USD,2025-11-26,Refund #6014
t006015,4894,18052.28,GBP,2023-09-03,Refund #6015
t006016,2380,9480.06,CHF,2023-08-26,Payment #6016
t006017,8177,9772.04,GBP,2024-02-04,Payment #6017
t006018,6532,19892.67,AUD,2024-07-26,Adjustment #6018
t006019,6567,-3680.07,JPY,2024-08-02,Invoice #6019
t006020,3799,6025.44,CNY,2023-12-07,Adjustment #6020
t006021,10150,17170.91,USD,2023-10-18,Transfer #6021
t006022,9522,2024.24,JPY,2023-08-17,Charge #6022
t006023,2417,11854.33,CNY,2024-03-12,Transfer #6023
t006024,7693,15222.76,JPY,2023-04-30,Adjustment #6024
t006025,9622,14167.36,CAD,2025-05-26,Invoice #6025
t006026,3175,1013.16,CAD,2024-02-06,Charge #6026
t006027,1229,19473.27,BRL,2025-09-15,Transfer #6027
t006028,5822,-3088.55,GBP,2025-09-01,Charge #6028
t006029,3601,-619.69,BRL,2024-07-02,Payment #6029
t006030,6347,-1784.3,CHF,2024-03-06,Adjustment #6030
t006031,6734,-2908.25,MXN,2024-04-24,Refund #6031
t006032,9079,7925.57,CAD,2025-04-22,Refund #6032
t006033,5556,12863.99,MXN,2025-10-21,Refund #6033
t006034,8846,-2340.26,GBP,2023-12-16,Transfer #6034
t006035,1962,14807.59,CAD,2023-05-01,Invoice #6035
t006036,10895,11222.08,BRL,2025-12-03,Transfer #6036
t006037,6586,12128.59,CAD,2025-01-22,Adjustment #6037
t006038,2331,17892.5,USD,2023-07-12,Refund #6038
t006039,7292,-3858.95,GBP,2025-01-29,Invoice #6039
t006040,6536,10846.17,CNY,2025-03-24,Adjustment #6040
t006041,3671,7756.22,USD,2023-07-19,Refund #6041
t006042,1789,8446.27,EUR,2024-05-11,Refund #6042
t006043,8026,695.15,CAD,2025-03-28,Charge #6043
t006044,7268,4880.3,EUR,2025-07-16,Payment #6044
t006045,7506,9024.51,EUR,2025-08-06,Adjustment #6045
t006046,10090,8899.87,AUD,2025-11-15,Transfer #6046
t006047,8535,18958.2,CHF,2023-06-07,Adjustment #6047
t006048,4257,16093.77,CHF,2024-04-15,Refund #6048
t006049,9170,11737.35,AUD,2023-04-04,Refund #6049
t006050,2454,-4684.41,JPY,2025-08-29,Invoice #6050
t006051,1028,19746.46,CHF,2023-03-04,Invoice #6051
t006052,9474,-884.76,CAD,2024-03-17,Payment #6052
t006053,2289,12431.13,CHF,2023-12-20,Refund #6053
t006054,2514,15775.22,JPY,2024-04-24,Payment #6054
t006055,5490,14006.13,JPY,2025-02-20,Adjustment #6055
t006056,8610,8313.12,CNY,2024-08-30,Invoice #6056
t006057,6369,9065.55,GBP,2024-09-07,Adjustment #6057
t006058,1258,14018.26,CAD,2025-07-13,Charge #6058
t006059,9618,13002.48,CNY,2024-04-08,Invoice #6059
t006060,5535,3992.55,USD,2024-06-13,Payment #6060
t006061,6965,-2767.77,CAD,2024-02-10,Transfer #6061
t006062,1718,361.92,AUD,2025-03-07,Charge #6062
t006063,2156,6917.71,MXN,2023-08-06,Charge #6063
t006064,7586,8908.97,JPY,2025-04-27,Refund #6064
t006065,9823,11860.03,EUR,2023-03-05,Adjustment #6065
t006066,9556,7218.71,CHF,2024-09-25,Adjustment #6066
t006067,2161,7797.22,CHF,2025-03-08,Adjustment #6067
t006068,7443,10109.19,GBP,2024-07-29,Refund #6068
t006069,5196,-3606.19,BRL,2025-06-19,Invoice #6069
t006070,6065,7461.6,AUD,2023-12-17,Payment #6070
t006071,4645,14513.07,MXN,2024-02-06,Transfer #6071
t006072,7615,-1182.07,CNY,2023-06-02,Charge #6072
t006073,1125,18758.4,JPY,2024-08-26,Payment #6073
t006074,8817,13390.18,EUR,2024-02-01,Payment #6074
t006075,1469,-3436.6,USD,2025-03-10,Charge #6075
t006076,9635,18041.8,GBP,2025-06-15,Invoice #6076
t006077,2637,12438.89,BRL,2024-03-17,Refund #6077
t006078,9415,18515.28,USD,2024-09-16,Charge #6078
t006079,1646,14475.31,BRL,2025-07-24,Payment #6079
t006080,3604,15792.55,BRL,2025-03-06,Refund #6080
t006081,7294,16423.39,JPY,2023-07-26,Transfer #6081
t006082,8019,2888.18,MXN,2025-05-09,Charge #6082
t006083,2559,3379.28,CAD,2023-06-20,Payment #6083
t006084,3300,-4025.47,AUD,2023-02-06,Payment #6084
t006085,9558,12219.12,USD,2024-11-22,Transfer #6085
t006086,9626,14200.71,GBP,2025-01-22,Adjustment #6086
t006087,7927,7263.33,CNY,2024-01-16,Charge #6087
t006088,3989,4038.52,BRL,2023-10-09,Refund #6088
t006089,8544,5525.75,BRL,2023-02-27,Transfer #6089
t006090,4894,-311.68,CNY,2025-11-17,Transfer #6090
t006091,5230,8387.81,CHF,2025-05-05,Payment #6091
t006092,9258,5777.86,CHF,2024-01-27,Payment #6092
t006093,5144,103.86,EUR,2023-11-26,Adjustment #6093
t006094,10879,16855.49,AUD,2025-02-04,Invoice #6094
t006095,3143,15654.64,CAD,2023-01-07,Payment #6095
t006096,4940,474.98,CNY,2024-03-20,Payment #6096
t006097,10259,-4657.74,USD,2023-04-08,Invoice #6097
t006098,9028,18307.61,MXN,2024-12-06,Adjustment #6098
t006099,6068,15842.64,CNY,2023-02-02,Payment #6099
t006100,5982,-3940.47,BRL,2025-06-05,Refund #6100
t006101,1007,-1298.6,BRL,2025-07-10,Adjustment #6101
t006102,9003,-4068.1,CNY,2023-04-06,Adjustment #6102
t006103,6324,10264.62,EUR,2025-08-02,Transfer #6103
t006104,10861,9090.7,JPY,2025-03-11,Invoice #6104
t006105,7471,10115.87,CAD,2023-08-17,Adjustment #6105
t006106,4161,14209.06,MXN,2024-06-30,Adjustment #6106
t006107,9861,-307.85,EUR,2025-04-16,Adjustment #6107
t006108,7794,-3011.89,GBP,2025-03-07,Charge #6108
t006109,8783,17136.63,AUD,2025-07-26,Refund #6109
t006110,4035,9943.16,CNY,2024-09-04,Transfer #6110
t006111,3948,12223.42,CNY,2023-07-23,Refund #6111
t006112,5458,12682.9,CNY,2025-08-04,Adjustment #6112
t006113,9917,13222.42,JPY,2023-07-17,Transfer #6113
t006114,3266,1445.56,EUR,2025-06-29,Charge #6114
t006115,1581,4040.39,CHF,2025-08-25,Refund #6115
t006116,6538,-3976.47,MXN,2023-11-30,Refund #6116
t006117,5839,16064.86,CHF,2023-06-14,Adjustment #6117
t006118,9793,8321.5,MXN,2025-06-24,Adjustment #6118
t006119,10695,12890.69,USD,2023-07-27,Invoice #6119
t006120,10405,-2177.56,CNY,2024-02-16,Adjustment #6120
t006121,8558,-3444.1,JPY,2023-06-15,Refund #6121
t006122,3757,-4451.22,GBP,2024-07-20,Adjustment #6122
t006123,9814,16461.58,GBP,2023-12-24,Adjustment #6123
t006124,2232,18390.22,JPY,2023-02-04,Refund #6124
t006125,7397,-577.53,AUD,2025-12-27,Charge #6125
t006126,4212,14885.47,AUD,2024-01-14,Invoice #6126
t006127,7727,11579.96,AUD,2024-04-10,Invoice #6127
t006128,1777,7538.77,CNY,2023-01-24,Invoice #6128
t006129,6011,2962.66,JPY,2024-09-26,Charge #6129
t006130,9193,2082.8,GBP,2024-01-01,Payment #6130
t006131,1689,16631.94,CNY,2024-10-21,Refund #6131
t006132,10852,4675.82,MXN,2023-07-28,Charge #6132
t006133,8545,15054.37,GBP,2023-04-28,Charge #6133
t006134,10278,18298.97,CNY,2023-06-05,Transfer #6134
t006135,10358,10270.9,CHF,2024-07-25,Charge #6135
t006136,8306,5484.29,AUD,2023-02-09,Adjustment #6136
t006137,10409,4305.63,CAD,2023-03-23,Invoice #6137
t006138,6753,5099.2,EUR,2024-10-14,Charge #6138
t006139,7519,-1675.13,USD,2023-03-10,Invoice #6139
t006140,9630,-4353.97,AUD,2024-12-04,Refund #6140
