vendor_id,name,country
v04920,Vendor 4920,DE
v04921,Vendor 4921,AU
v04922,Vendor 4922,BR
v04923,Vendor 4923,MX
v04924,Vendor 4924,CN
v04925,Vendor 4925,FR
v04926,Vendor 4926,CN
v04927,Vendor 4927,JP
v04928,Vendor 4928,AU
v04929,Vendor 4929,CA
v04930,Vendor 4930,FR
v04931,Vendor 4931,CA
v04932,Vendor 4932,GB
v04933,Vendor 4933,CN
v04934,Vendor 4934,CN
v04935,Vendor 4935,FR
v04936,Vendor 4936,AU
v04937,Vendor 4937,MX
v04938,Vendor 4938,BR
v04939,Vendor 4939,CA
v04940,Vendor 4940,DE
v04941,Vendor 4941,DE
v04942,Vendor 4942,MX
v04943,Vendor 4943,GB
v04944,Vendor 4944,CA
v04945,Vendor 4945,DE
v04946,Vendor 4946,CA
v04947,Vendor 4947,CN
v04948,Vendor 4948,AU
v04949,Vendor 4949,BR
v04950,Vendor 4950,JP
v04951,Vendor 4951,MX
v04952,Vendor 4952,AU
v04953,Vendor 4953,FR
v04954,Vendor 4954,US
v04955,Vendor 4955,DE
v04956,Vendor 4956,AU
v04957,Vendor 4957,JP
v04958,Vendor 4958,FR
v04959,Vendor 4959,GB
v04960,Vendor 4960,CA
v04961,Vendor 4961,DE
v04962,Vendor 4962,MX
v04963,Vendor 4963,DE
v04964,Vendor 4964,FR
v04965,Vendor 4965,JP
v04966,Vendor 4966,CA
v04967,Vendor 4967,JP
v04968,Vendor 4968,CN
v04969,Vendor 4969,AU
v04970,Vendor 4970,JP
v04971,Vendor 4971,JP
v04972,Vendor 4972,DE
v04973,Vendor 4973,DE
v04974,Vendor 4974,GB
v04975,Vendor 4975,BR
v04976,Vendor 4976,FR
v04977,Vendor 4977,US
v04978,Vendor 4978,AU
v04979,Vendor 4979,CA
v04980,Vendor 4980,MX
v04981,Vendor 4981,CN
v04982,Vendor 4982,GB
v04983,Vendor 4983,BR
v04984,Vendor 4984,BR
v04985,Vendor 4985,JP
v04986,Vendor 4986,MX
v04987,Vendor 4987,FR
v04988,Vendor 4988,BR
v04989,Vendor 4989,JP
v04990,Vendor 4990,MX
v04991,Vendor 4991,BR
v04992,Vendor 4992,CA
v04993,Vendor 4993,BR
v04994,Vendor 4994,BR
v04995,Vendor 4995,BR
v04996,Vendor 4996,JP
v04997,Vendor 4997,US
v04998,Vendor 4998,US
v04999,Vendor 4999,US
v05000,Vendor 5000,JP
v05001,Vendor 5001,DE
v05002,Vendor 5002,JP
v05003,Vendor 5003,FR
v05004,Vendor 5004,AU
v05005,Vendor 5005,US
v05006,Vendor 5006,JP
v05007,Vendor 5007,US
v05008,Vendor 5008,FR
v05009,Vendor 5009,BR
v05010,Vendor 5010,CA
v05011,Vendor 5011,GB
v05012,Vendor 5012,BR
v05013,Vendor 5013,AU
v05014,Vendor 5014,CN
v05015,Vendor 5015,DE
v05016,Vendor 5016,US
v05017,Vendor 5017,GB
v05018,Vendor 5018,GB
v05019,Vendor 5019,CN
v05020,Vendor 5020,FR
v05021,Vendor 5021,AU
v05022,Vendor 5022,CN
v05023,Vendor 5023,MX
v05024,Vendor 5024,CA
v05025,Vendor 5025,DE
v05026,Vendor 5026,BR
v05027,Vendor 5027,US
v05028,Vendor 5028,FR
v05029,Vendor 5029,AU
v05030,Vendor 5030,CA
v05031,Vendor 5031,MX
v05032,Vendor 5032,AU
v05033,Vendor 5033,BR
v05034,Vendor 5034,BR
v05035,Vendor 5035,CA
v05036,Vendor 5036,BR
v05037,Vendor 5037,FR
v05038,Vendor 5038,AU
v05039,Vendor 5039,CN
v05040,Vendor 5040,CA
v05041,Vendor 5041,US
v05042,Vendor 5042,GB
v05043,Vendor 5043,BR
v05044,Vendor 5044,FR
v05045,  Vendor 5045  ,GB
v05046,Vendor 5046,JP
v05047,Vendor 5047,US
v05048,Vendor 5048,CA
v05049,Vendor 5049,FR
v05050,Vendor 5050,CN
v05051,Vendor 5051,CA
v05052,Vendor 5052,US
v05053,Vendor 5053,JP
v05054,Vendor 5054,JP
v05055,Vendor 5055,CA
v05056,Vendor 5056,MX
v05057,Vendor 5057,US
v05058,Vendor 5058,FR
v05059,Vendor 5059,MX
v05060,Vendor 5060,JP
v05061,Vendor 5061,CA
v05062,Vendor 5062,DE
v05063,Vendor 5063,CA
v05064,Vendor 5064,CA
v05065,Vendor 5065,GB
v05066,Vendor 5066,AU
v05067,Vendor 5067,MX
v05068,Vendor 5068,MX
v05069,Vendor 5069,BR
v05070,Vendor 5070,FR
v05071,Vendor 5071,JP
v05072,Vendor 5072,BR
v05073,Vendor 5073,GB
v05074,Vendor 5074,GB
v05075,Vendor 5075,FR
v05076,Vendor 5076,AU
v05077,Vendor 5077,MX
v05078,Vendor 5078,US
v05079,Vendor 5079,JP
v05080,Vendor 5080,BR
v05081,Vendor 5081,AU
v05082,Vendor 5082,GB
v05083,Vendor 5083,JP
v05084,Vendor 5084,FR
v05085,Vendor 5085,MX
v05086,Vendor 5086,CN
v05087,Vendor 5087,CA
v05088,Vendor 5088,CN
v05089,Vendor 5089,MX
v05090,Vendor 5090,AU
v05091,Vendor 5091,CA
v05092,Vendor 5092,FR
v05093,Vendor 5093,DE
v05094,Vendor 5094,GB
v05095,Vendor 5095,CA
v05096,Vendor 5096,BR
v05097,Vendor 5097,DE
v05098,Vendor 5098,AU
v05099,Vendor 5099,AU
v05100,Vendor 5100,CN
v05101,Vendor 5101,DE
v05102,Vendor 5102,US
v05103,Vendor 5103,AU
v05104,Vendor 5104,MX
v05105,Vendor 5105,AU
v05106,Vendor 5106,MX
v05107,Vendor 5107,BR
v05108,Vendor 5108,JP
v05109,Vendor 5109,BR
v05110,Vendor 5110,JP
v05111,Vendor 5111,BR
v05112,Vendor 5112,CN
v05113,Vendor 5113,US
v05114,Vendor 5114,BR
v05115,Vendor 5115,AU
v05116,Vendor 5116,US
v05117,Vendor 5117,FR
v05118,Vendor 5118,MX
v05119,Vendor 5119,DE
v05120,Vendor 5120,CA
v05121,Vendor 5121,GB
v05122,Vendor 5122,AU
v05123,Vendor 5123,FR
v05124,Vendor 5124,CA
v05125,Vendor 5125,BR
v05126,Vendor 5126,FR
v05127,Vendor 5127,FR
v05128,Vendor 5128,JP
v05129,Vendor 5129,FR
v05130,Vendor 5130,DE
v05131,Vendor 5131,BR
v05132,Vendor 5132,JP
v05133,Vendor 5133,BR
v05134,Vendor 5134,CN
v05135,Vendor 5135,GB
v05136,Vendor 5136,DE
v05137,Vendor 5137,MX
v05138,Vendor 5138,AU
v05139,Vendor 5139,JP
v05140,Vendor 5140,GB
v05141,Vendor 5141,AU
v05142,Vendor 5142,AU
v05143,Vendor 5143,DE
v05144,Vendor 5144,CA
v05145,Vendor 5145,JP
v05146,Vendor 5146,CA
v05147,Vendor 5147,CN
v05148,Vendor 5148,CN
v05149,Vendor 5149,FR
v05150,Vendor 5150,GB
v05151,Vendor 5151,CA
v05152,Vendor 5152,FR
v05153,Vendor 5153,JP
v05154,Vendor 5154,DE
v05155,Vendor 5155,FR
v05156,Vendor 5156,CA
v05157,Vendor 5157,BR
v05158,Vendor 5158,CA
v05159,Vendor 5159,CN
v05160,Vendor 5160,CA
v05161,Vendor 5161,US
v05162,Vendor 5162,AU
v05163,Vendor 5163,BR
v05164,Vendor 5164,AU
v05165,Vendor 5165,CA
v05166,Vendor 5166,BR
v05167,Vendor 5167,BR
v05168,Vendor 5168,US
v05169,Vendor 5169,DE
v05170,Vendor 5170,GB
v05171,Vendor 5171,MX
v05172,Vendor 5172,AU
v05173,Vendor 5173,CA
v05174,Vendor 5174,GB
v05175,Vendor 5175,GB
v05176,Vendor 5176,CN
v05177,Vendor 5177,AU
v05178,Vendor 5178,CA
v05179,Vendor 5179,AU
v05180,Vendor 5180,MX
v05181,Vendor 5181,BR
v05182,Vendor 5182,BR
v05183,Vendor 5183,DE
v05184,Vendor 5184,MX
v05185,Vendor 5185,MX
v05186,Vendor 5186,MX
v05187,Vendor 5187,BR
v05188,Vendor 5188,CA
v05189,Vendor 5189,BR
v05190,Vendor 5190,MX
v05191,Vendor 5191,DE
v05192,Vendor 5192,US
v05193,Vendor 5193,CA
v05194,Vendor 5194,BR
v05195,Vendor 5195,DE
v05196,Vendor 5196,DE
v05197,Vendor 5197,DE
v05198,Vendor 5198,CA
v05199,Vendor 5199,US
v05200,Vendor 5200,AU
v05201,Vendor 5201,MX
v05202,Vendor 5202,DE
v05203,Vendor 5203,GB
v05204,Vendor 5204,DE
v05205,Vendor 5205,CA
v05206,Vendor 5206,MX
v05207,Vendor 5207,FR
v05208,Vendor 5208,AU
v05209,Vendor 5209,CN
v05210,Vendor 5210,CN
v05211,Vendor 5211,CN
v05212,Vendor 5212,GB
v05213,Vendor 5213,MX
v05214,Vendor 5214,AU
v05215,Vendor 5215,MX
v05216,Vendor 5216,MX
v05217,Vendor 5217,MX
v05218,Vendor 5218,BR
v05219,Vendor 5219,GB
v05220,Vendor 5220,MX
v05221,Vendor 5221,FR
v05222,Vendor 5222,BR
v05223,Vendor 5223,AU
v05224,Vendor 5224,FR
v05225,Vendor 5225,BR
v05226,Vendor 5226,CA
v05227,Vendor 5227,CN
v05228,Vendor 5228,CA
v05229,Vendor 5229,DE
v05230,Vendor 5230,AU
v05231,Vendor 5231,CN
v05232,Vendor 5232,MX
v05233,Vendor 5233,US
v05234,Vendor 5234,BR
v05235,Vendor 5235,GB
v05236,Vendor 5236,GB
v05237,Vendor 5237,US
v05238,Vendor 5238,BR
v05239,Vendor 5239,AU
v05240,Vendor 5240,CA
v05241,Vendor 5241,JP
v05242,Vendor 5242,DE
v05243,Vendor 5243,AU
v05244,Vendor 5244,FR
v05245,Vendor 5245,DE
v05246,Vendor 5246,AU
v05247,Vendor 5247,AU
v05248,Vendor 5248,AU
v05249,Vendor 5249,BR
v05250,Vendor 5250,CA
v05251,Vendor 5251,US
v05252,Vendor 5252,BR
v05253,Vendor 5253,MX
v05254,Vendor 5254,JP
v05255,Vendor 5255,FR
v05256,Vendor 5256,MX
v05257,Vendor 5257,US
v05258,Vendor 5258,JP
v05259,Vendor 5259,JP
v05260,Vendor 5260,GB
v05261,Vendor 5261,AU
v05262,Vendor 5262,DE
v05263,Vendor 5263,GB
v05264,Vendor 5264,BR
v05265,Vendor 5265,US
v05266,Vendor 5266,CA
v05267,Vendor 5267,FR
v05268,Vendor 5268,BR
v05269,Vendor 5269,AU
v05270,Vendor 5270,GB
v05271,Vendor 5271,US
v05272,Vendor 5272,AU
v05273,Vendor 5273,MX
v05274,Vendor 5274,JP
v05275,Vendor 5275,DE
v05276,Vendor 5276,AU
v05277,Vendor 5277,US
v05278,Vendor 5278,AU
v05279,Vendor 5279,BR
v05280,Vendor 5280,BR
v05281,Vendor 5281,FR
v05282,Vendor 5282,JP
v05283,Vendor 5283,US
v05284,Vendor 5284,MX
v05285,Vendor 5285,US
v05286,Vendor 5286,JP
v05287,Vendor 5287,DE
v05288,Vendor 5288,MX
v05289,Vendor 5289,FR
v05290,Vendor 5290,BR
v05291,Vendor 5291,FR
v05292,Vendor 5292,GB
v05293,Vendor 5293,JP
v05294,Vendor 5294,DE
v05295,Vendor 5295,BR
v05296,Vendor 5296,CN
v05297,Vendor 5297,FR
v05298,Vendor 5298,GB
v05299,Vendor 5299,FR
v05300,Vendor 5300,US
v05301,Vendor 5301,BR
v05302,Vendor 5302,CA
v05303,Vendor 5303,AU
v05304,Vendor 5304,FR
v05305,Vendor 5305,US
v05306,Vendor 5306,JP
v05307,Vendor 5307,MX
v05308,Vendor 5308,CA
v05309,Vendor 5309,CA
v05310,Vendor 5310,AU
v05311,Vendor 5311,AU
v05312,Vendor 5312,BR
v05313,Vendor 5313,CN
v05314,Vendor 5314,GB
v05315,Vendor 5315,DE
v05316,Vendor 5316,BR
v05317,Vendor 5317,GB
v05318,Vendor 5318,CA
v05319,Vendor 5319,MX
v05320,Vendor 5320,BR
v05321,Vendor 5321,US
v05322,Vendor 5322,US
v05323,Vendor 5323,DE
v05324,Vendor 5324,MX
v05325,Vendor 5325,DE
v05326,Vendor 5326,DE
v05327,Vendor 5327,CA
v05328,Vendor 5328,DE
v05329,Vendor 5329,US
v05330,Vendor 5330,GB
v05331,Vendor 5331,MX
v05332,Vendor 5332,BR
v05333,Vendor 5333,US
v05334,Vendor 5334,AU
v05335,Vendor 5335,US
v05336,Vendor 5336,GB
v05337,Vendor 5337,MX
v05338,Vendor 5338,CA
v05339,Vendor 5339,CN
v05340,Vendor 5340,JP
v05341,Vendor 5341,JP
v05342,Vendor 5342,AU
v05343,Vendor 5343,JP
v05344,Vendor 5344,BR
v05345,Vendor 5345,GB
v05346,Vendor 5346,JP
v05347,Vendor 5347,AU
v05348,Vendor 5348,BR
v05349,Vendor 5349,DE
v05350,Vendor 5350,GB
v05351,Vendor 5351,BR
v05352,Vendor 5352,BR
v05353,Vendor 5353,US
v05354,Vendor 5354,CN
v05355,Vendor 5355,CN
v05356,Vendor 5356,MX
v05357,Vendor 5357,GB
v05358,Vendor 5358,DE
v05359,Vendor 5359,CN
v05360,Vendor 5360,US
v05361,Vendor 5361,AU
v05362,Vendor 5362,BR
v05363,Vendor 5363,CA
v05364,Vendor 5364,GB
v05365,Vendor 5365,CN
v05366,Vendor 5366,JP
v05367,Vendor 5367,JP
v05368,Vendor 5368,CA
v05369,Vendor 5369,FR
v05370,Vendor 5370,JP
v05371,Vendor 5371,FR
v05372,Vendor 5372,AU
v05373,Vendor 5373,MX
v05374,Vendor 5374,MX
v05375,Vendor 5375,MX
v05376,Vendor 5376,BR
v05377,Vendor 5377,AU
v05378,Vendor 5378,AU
v05379,Vendor 5379,CN
v05380,Vendor 5380,FR
v05381,Vendor 5381,DE
v05382,Vendor 5382,US
v05383,Vendor 5383,DE
v05384,Vendor 5384,AU
v05385,Vendor 5385,CA
v05386,Vendor 5386,BR
v05387,Vendor 5387,DE
v05388,Vendor 5388,JP
v05389,Vendor 5389,CN
v05390,Vendor 5390,GB
v05391,Vendor 5391,FR
v05392,Vendor 5392,GB
v05393,Vendor 5393,CA
v05394,Vendor 5394,CN
v05395,Vendor 5395,DE
v05396,Vendor 5396,CN
v05397,Vendor 5397,DE
v05398,Vendor 5398,CN
v05399,Vendor 5399,CN
v05400,Vendor 5400,MX
v05401,Vendor 5401,CN
v05402,Vendor 5402,BR
v05403,Vendor 5403,DE
v05404,Vendor 5404,FR
v05405,Vendor 5405,JP
v05406,Vendor 5406,BR
v05407,Vendor 5407,FR
v05408,Vendor 5408,BR
v05409,Vendor 5409,CA
v05410,Vendor 5410,CN
v05411,Vendor 5411,GB
v05412,Vendor 5412,FR
v05413,Vendor 5413,JP
v05414,Vendor 5414,BR
v05415,Vendor 5415,AU
v05416,Vendor 5416,BR
v05417,Vendor 5417,DE
v05418,Vendor 5418,GB
v05419,Vendor 5419,MX
v05420,Vendor 5420,DE
v05421,Vendor 5421,DE
v05422,Vendor 5422,US
v05423,Vendor 5423,AU
v05424,Vendor 5424,FR
v05425,Vendor 5425,BR
v05426,Vendor 5426,CN
v05427,Vendor 5427,BR
v05428,Vendor 5428,BR
v05429,Vendor 5429,BR
v05430,Vendor 5430,DE
v05431,Vendor 5431,CA
v05432,Vendor 5432,US
v05433,Vendor 5433,CN
v05434,Vendor 5434,BR
v05435,Vendor 5435,DE
v05436,Vendor 5436,FR
v05437,Vendor 5437,BR
v05438,Vendor 5438,GB
v05439,Vendor 5439 – São_Paulo,JP
v05440,Vendor 5440,BR
v05441,Vendor 5441,CN
v05442,Vendor 5442,FR
v05443,Vendor 5443,MX
v05444,Vendor 5444,AU
v05445,Vendor 5445,GB
v05446,Vendor 5446,BR
v05447,Vendor 5447,CA
v05448,Vendor 5448,US
v05449,Vendor 5449,BR
v05450,Vendor 5450,BR
v05451,Vendor 5451,MX
v05452,Vendor 5452,GB
v05453,Vendor 5453,US
v05454,Vendor 5454,GB
v05455,Vendor 5455,AU
v05456,Vendor 5456,AU
v05457,Vendor 5457,BR
v05458,Vendor 5458,AU
v05459,Vendor 5459,CA
v05460,Vendor 5460,CA
v05461,Vendor 5461,AU
v05462,Vendor 5462,FR
v05463,Vendor 5463,FR
v05464,Vendor 5464,BR
v05465,Vendor 5465,JP
v05466,Vendor 5466,CA
v05467,Vendor 5467,BR
v05468,Vendor 5468,FR
v05469,Vendor 5469,FR
v05470,Vendor 5470,CA
v05471,Vendor 5471,GB
v05472,Vendor 5472,DE
v05473,Vendor 5473,CA
v05474,Vendor 5474,AU
v05475,Vendor 5475,DE
v05476,Vendor 5476,FR
v05477,Vendor 5477,MX
v05478,Vendor 5478,BR
v05479,Vendor 5479,US
v05480,Vendor 5480,JP
v05481,Vendor 5481,GB
v05482,Vendor 5482,CA
v05483,Vendor 5483,CA
v05484,Vendor 5484,MX
v05485,Vendor 5485,AU
v05486,Vendor 5486,US
v05487,Vendor 5487,CA
v05488,Vendor 5488,US
v05489,Vendor 5489,AU
v05490,Vendor 5490,MX
v05491,Vendor 5491,MX
v05492,Vendor 5492,DE
v05493,Vendor 5493,MX
v05494,Vendor 5494,CN
v05495,Vendor 5495,AU
v05496,Vendor 5496,BR
v05497,Vendor 5497,BR
v05498,Vendor 5498,BR
v05499,Vendor 5499,GB
v05500,Vendor 5500,JP
v05501,Vendor 5501,US
v05502,Vendor 5502,US
v05503,Vendor 5503,AU
v05504,Vendor 5504,MX
v05505,Vendor 5505,FR
v05506,Vendor 5506,CA
v05507,Vendor 5507,CA
v05508,Vendor 5508,FR
v05509,Vendor 5509,CA
v05510,Vendor 5510,CN
v05511,Vendor 5511,BR
v05512,Vendor 5512,JP
v05513,Vendor 5513,JP
v05514,Vendor 5514,CA
v05515,Vendor 5515,DE
v05516,Vendor 5516,FR
v05517,Vendor 5517,GB
v05518,Vendor 5518,FR
v05519,Vendor 5519,US
v05520,Vendor 5520,FR
v05521,Vendor 5521,CA
v05522,Vendor 5522,JP
v05523,Vendor 5523,FR
v05524,Vendor 5524,BR
v05525,Vendor 5525,FR
v05526,Vendor 5526,GB
v05527,Vendor 5527,MX
v05528,Vendor 5528,CN
v05529,Vendor 5529,DE
v05530,Vendor 5530,CA
v05531,Vendor 5531,CA
v05532,Vendor 5532,AU
v05533,Vendor 5533,DE
v05534,Vendor 5534,MX
v05535,Vendor 5535,JP
v05536,Vendor 5536,BR
v05537,Vendor 5537,MX
v05538,Vendor 5538,GB
v05539,Vendor 5539,FR
v05540,Vendor 5540,US
v05541,Vendor 5541,JP
v05542,Vendor 5542,FR
v05543,Vendor 5543,BR
v05544,Vendor 5544,MX
v05545,Vendor 5545,US
v05546,Vendor 5546,MX
v05547,Vendor 5547,MX
v05548,Vendor 5548,FR
v05549,Vendor 5549,US
v05550,Vendor 5550,CA
v05551,Vendor 5551,AU
v05552,Vendor 5552,GB
v05553,Vendor 5553,GB
v05554,Vendor 5554,US
v05555,Vendor 5555,
v05556,Vendor 5556,GB
v05557,Vendor 5557,BR
v05558,Vendor 5558,MX
v05559,Vendor 5559,US
v05560,Vendor 5560,FR
v05561,Vendor 5561,DE
v05562,Vendor 5562,GB
v05563,Vendor 5563,GB
v05564,Vendor 5564,US
v05565,Vendor 5565,MX
v05566,Vendor 5566,JP
v05567,Vendor 5567,BR
v05568,Vendor 5568,JP
v05569,Vendor 5569,JP
v05570,Vendor 5570,FR
v05571,Vendor 5571,CN
v05572,Vendor 5572,DE
v05573,Vendor 5573,JP
v05574,Vendor 5574,FR
v05575,Vendor 5575,CA
v05576,Vendor 5576,FR
v05577,Vendor 5577,MX
v05578,Vendor 5578,GB
v05579,Vendor 5579,AU
v05580,Vendor 5580,GB
v05581,Vendor 5581,BR
v05582,Vendor 5582,AU
v05583,Vendor 5583,CA
v05584,Vendor 5584,GB
v05585,Vendor 5585,FR
v05586,Vendor 5586,US
v05587,Vendor 5587,JP
v05588,Vendor 5588,DE
v05589,Vendor 5589,DE
v05590,Vendor 5590,US
v05591,Vendor 5591,CN
v05592,Vendor 5592,CN
v05593,Vendor 5593,JP
v05594,Vendor 5594,CA
v05595,Vendor 5595,US
v05596,Vendor 5596,JP
v05597,Vendor 5597,AU
v05598,Vendor 5598,AU
v05599,Vendor 5599,AU
v05600,Vendor 5600,MX
v05601,Vendor 5601,BR
v05602,Vendor 5602,GB
v05603,Vendor 5603,BR
v05604,Vendor 5604,CA
v05605,Vendor 5605,BR
v05606,Vendor 5606,GB
v05607,Vendor 5607,CN
v05608,Vendor 5608,MX
v05609,Vendor 5609,JP
v05610,Vendor 5610,GB
v05611,Vendor 5611,GB
v05612,Vendor 5612,GB
v05613,Vendor 5613,US
v05614,Vendor 5614,JP
v05615,Vendor 5615,BR
v05616,Vendor 5616,MX
v05617,Vendor 5617,GB
v05618,Vendor 5618,DE
v05619,Vendor 5619,FR
v05620,Vendor 5620,DE
v05621,Vendor 5621,MX
v05622,Vendor 5622,CN
v05623,Vendor 5623,FR
v05624,Vendor 5624,AU
v05625,Vendor 5625,GB
v05626,Vendor 5626,JP
v05627,Vendor 5627,AU
v05628,Vendor 5628,CA
v05629,Vendor 5629,BR
v05630,Vendor 5630,DE
v05631,Vendor 5631,GB
v05632,Vendor 5632,CN
v05633,Vendor 5633,DE
v05634,Vendor 5634,MX
v05635,Vendor 5635,FR
v05636,Vendor 5636,BR
v05637,Vendor 5637,FR
v05638,Vendor 5638,CN
v05639,Vendor 5639,AU
v05640,Vendor 5640,CA
v05641,Vendor 5641,GB
v05642,Vendor 5642,JP
v05643,Vendor 5643,BR
v05644,Vendor 5644,MX
v05645,Vendor 5645,CN
v05646,Vendor 5646,FR
v05647,Vendor 5647,GB
v05648,Vendor 5648,US
v05649,Vendor 5649,CA
v05650,Vendor 5650,CA
v05651,Vendor 5651,AU
v05652,Vendor 5652,DE
v05653,Vendor 5653,MX
v05654,Vendor 5654,CN
v05655,Vendor 5655,DE
v05656,Vendor 5656,DE
v05657,Vendor 5657,JP
v05658,Vendor 5658,GB
v05659,Vendor 5659,BR
v05660,Vendor 5660,US
v05661,Vendor 5661,FR
v05662,Vendor 5662,GB
v05663,Vendor 5663,MX
v05664,Vendor 5664,DE
v05665,Vendor 5665,AU
v05666,Vendor 5666,AU
v05667,Vendor 5667,CA
v05668,Vendor 5668,CA
v05669,Vendor 5669,AU
v05670,Vendor 5670,MX
v05671,Vendor 5671,JP
v05672,Vendor 5672,CN
v05673,Vendor 5673,US
v05674,Vendor 5674,GB
v05675,Vendor 5675,FR
v05676,Vendor 5676,CA
v05677,Vendor 5677,GB
v05678,Vendor 5678,JP
v05679,Vendor 5679,FR
v05680,Vendor 5680,US
v05681,Vendor 5681,GB
v05682,Vendor 5682,MX
v05683,Vendor 5683,JP
v05684,Vendor 5684,CN
v05685,Vendor 5685,CN
v05686,Vendor 5686,GB
v05687,Vendor 5687,GB
v05688,Vendor 5688,MX
v05689,Vendor 5689,JP
v05690,Vendor 5690,CA
v05691,Vendor 5691,FR
v05692,Vendor 5692,FR
v05693,Vendor 5693,US
v05694,Vendor 5694,CN
v05695,Vendor 5695,JP
v05696,Vendor 5696,DE
v05697,Vendor 5697,FR
v05698,Vendor 5698,GB
v05699,Vendor 5699,FR
v05700,Vendor 5700,JP
v05701,Vendor 5701,BR
v05702,Vendor 5702,FR
v05703,Vendor 5703,MX
v05704,Vendor 5704,FR
v05705,Vendor 5705,CN
v05706,Vendor 5706,US
v05707,Vendor 5707,DE
v05708,Vendor 5708,GB
v05709,Vendor 5709,US
v05710,Vendor 5710,CN
v05711,Vendor 5711,DE
v05712,Vendor 5712,CN
v05713,Vendor 5713,AU
v05714,Vendor 5714,AU
v05715,Vendor 5715,CA
v05716,Vendor 5716,CA
v05717,Vendor 5717,BR
v05718,Vendor 5718,JP
v05719,Vendor 5719,JP
v05720,Vendor 5720,BR
v05721,Vendor 5721,AU
v05722,Vendor 5722,US
v05723,Vendor 5723,CA
v05724,Vendor 5724,CN
v05725,Vendor 5725,GB
v05726,Vendor 5726,DE
v05727,Vendor 5727,CA
v05728,Vendor 5728,JP
v05729,Vendor 5729,CN
v05730,Vendor 5730,FR
v05731,Vendor 5731,CA
v05732,Vendor 5732,GB
v05733,Vendor 5733,MX
v05734,Vendor 5734,DE
v05735,Vendor 5735,FR
v05736,Vendor 5736,FR
v05737,Vendor 5737,CA
v05738,Vendor 5738,DE
v05739,Vendor 5739,CA
v05740,Vendor 5740,MX
v05741,Vendor 5741,MX
v05742,Vendor 5742,JP
v05743,Vendor 5743,GB
v05744,Vendor 5744,FR
v05745,Vendor 5745,AU
v05746,Vendor 5746,CN
v05747,Vendor 5747,MX
v05748,Vendor 5748,MX
v05749,Vendor 5749,CA
v05750,Vendor 5750,FR
v05751,Vendor 5751,JP
v05752,Vendor 5752,JP
v05753,Vendor 5753,MX
v05754,Vendor 5754,CA
v05755,Vendor 5755,FR
v05756,Vendor 5756,JP
v05757,Vendor 5757,US
v05758,Vendor 5758,CN
v05759,Vendor 5759,BR
v05760,Vendor 5760,BR
v05761,Vendor 5761,BR
v05762,Vendor 5762,FR
v05763,Vendor 5763,FR
v05764,Vendor 5764,JP
v05765,Vendor 5765,AU
v05766,Vendor 5766,GB
v05767,Vendor 5767,US
v05768,Vendor 5768,AU
v05769,Vendor 5769,CA
v05770,Vendor 5770,CN
v05771,Vendor 5771,JP
v05772,Vendor 5772,CN
v05773,Vendor 5773,CN
v05774,Vendor 5774,FR
v05775,Vendor 5775,DE
v05776,Vendor 5776,MX
v05777,Vendor 5777,CN
v05778,Vendor 5778,DE
v05779,Vendor 5779,AU
v05780,Vendor 5780,CA
v05781,Vendor 5781,FR
v05782,Vendor 5782,JP
v05783,Vendor 5783,MX
v05784,Vendor 5784,AU
v05785,Vendor 5785,FR
v05786,Vendor 5786,MX
v05787,Vendor 5787,GB
v05788,Vendor 5788,BR
v05789,Vendor 5789,CN
v05790,Vendor 5790,AU
v05791,Vendor 5791,CN
v05792,Vendor 5792,JP
v05793,Vendor 5793,FR
v05794,Vendor 5794,CA
v05795,Vendor 5795,DE
v05796,Vendor 5796,DE
v05797,Vendor 5797,CA
v05798,Vendor 5798,GB
v05799,Vendor 5799,AU
v05800,Vendor 5800,BR
v05801,Vendor 5801,BR
v05802,Vendor 5802,US
v05803,Vendor 5803,JP
v05804,Vendor 5804,CA
v05805,Vendor 5805,GB
v05806,Vendor 5806,CN
v05807,Vendor 5807,FR
v05808,Vendor 5808,US
v05809,Vendor 5809,CN
v05810,Vendor 5810,FR
v05811,Vendor 5811,JP
v05812,Vendor 5812,CA
v05813,Vendor 5813,FR
v05814,Vendor 5814,FR
v05815,Vendor 5815,MX
v05816,Vendor 5816,BR
v05817,Vendor 5817,CA
v05818,Vendor 5818,US
v05819,Vendor 5819,FR
v05820,Vendor 5820,BR
v05821,Vendor 5821,AU
v05822,Vendor 5822,CA
v05823,Vendor 5823,JP
v05824,Vendor 5824,MX
v05825,Vendor 5825,AU
v05826,Vendor 5826,AU
v05827,Vendor 5827,BR
v05828,Vendor 5828,CN
v05829,Vendor 5829,AU
v05830,Vendor 5830,US
v05831,Vendor 5831,AU
v05832,Vendor 5832,CN
v05833,Vendor 5833,BR
v05834,Vendor 5834,JP
v05835,Vendor 5835,US
v05836,Vendor 5836,CN
v05837,Vendor 5837,BR
v05838,Vendor 5838,FR
v05839,Vendor 5839,DE
v05840,Vendor 5840,MX
v05841,Vendor 5841,MX
v05842,Vendor 5842,JP
v05843,Vendor 5843,US
v05844,Vendor 5844,JP
v05845,Vendor 5845,CA
v05846,Vendor 5846,CN
v05847,Vendor 5847,FR
v05848,Vendor 5848,GB
v05849,Vendor 5849,AU
v05850,Vendor 5850,GB
v05851,Vendor 5851,BR
v05852,Vendor 5852,FR
v05853,Vendor 5853,AU
v05854,Vendor 5854,GB
v05855,Vendor 5855,BR
v05856,Vendor 5856,CA
